Java HotSpot(TM) 64-Bit Server VM (25.162-b12) for linux-amd64 JRE (1.8.0_162-b12), built on Dec 19 2017 21:15:48 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2018-06-02T21:32:14.912+0800: 38.709: [GC (Allocation Failure) [PSYoungGen: 663968K->448K(664576K)] 693205K->30061K(748032K), 0.0032257 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:15.280+0800: 39.076: [GC (Allocation Failure) [PSYoungGen: 664000K->512K(632832K)] 693613K->30565K(716288K), 0.0023155 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:15.600+0800: 39.397: [GC (Allocation Failure) [PSYoungGen: 632832K->512K(603648K)] 662885K->30989K(687104K), 0.0018269 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:15.923+0800: 39.720: [GC (Allocation Failure) [PSYoungGen: 603136K->480K(574976K)] 633613K->31373K(658432K), 0.0018567 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:16.215+0800: 40.012: [GC (Allocation Failure) [PSYoungGen: 574944K->480K(548352K)] 605837K->31781K(631808K), 0.0021138 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:16.485+0800: 40.281: [GC (Allocation Failure) [PSYoungGen: 547808K->448K(522240K)] 579109K->32125K(605696K), 0.0020542 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:16.742+0800: 40.539: [GC (Allocation Failure) [PSYoungGen: 522176K->416K(498176K)] 553853K->32429K(581632K), 0.0018281 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:17.021+0800: 40.818: [GC (Allocation Failure) [PSYoungGen: 497568K->416K(474624K)] 529581K->32749K(558080K), 0.0017284 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:17.261+0800: 41.058: [GC (Allocation Failure) [PSYoungGen: 474528K->416K(453120K)] 506861K->33077K(536576K), 0.0016497 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:17.476+0800: 41.273: [GC (Allocation Failure) [PSYoungGen: 452512K->416K(431616K)] 485173K->33373K(515072K), 0.0021490 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
